relationship_id,module,module_authority_artifact,module_authority_scope,core_artifact_id,core_artifact,core_layer,core_section_heading,core_evidence_line,core_evidence_excerpt,authority_owner,authority_source_artifact,authority_basis,relationship_type,relationship_basis,relationship_evidence,dependency_guardrail,explicit_module_dependency_evidence_rows,dependency_statement,step04_sync_target,step04_classification,status
SR-0445,M01,WF03-03-01_M01_FULL_SEMANTIC_REBUILD_v1.1.md,FULL semantic rebuild; current M01 identity/authentication authority,CAM11-0036,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,16_UI_UX,# RUMAHAGEN — UI / UX SPECIFICATION,4,**Version:** 2.1 — W4-02A.6.20,CORE INTERFACE BEHAVIOR AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,UI/UX behavior contract; visibility is not authorization,CROSS-DOMAIN,Core layer is an explicit cross-domain contract/context layer; module participates through the module authority set.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M02/M10/M12/M14/M15 as governed dependencies,16,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 16_UI_UX synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0446,M02,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,FULL semantic rebuild; current M02 profile/reviews/visibility authority,CAM11-0036,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,16_UI_UX,# RUMAHAGEN — UI / UX SPECIFICATION,4,**Version:** 2.1 — W4-02A.6.20,CORE INTERFACE BEHAVIOR AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,UI/UX behavior contract; visibility is not authorization,CROSS-DOMAIN,Core layer is an explicit cross-domain contract/context layer; module participates through the module authority set.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M01/M03/M11/M12,12,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 16_UI_UX synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0447,M03,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,FULL deep-scan rebuild; M03 Listing/Refresh action authority,CAM11-0036,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,16_UI_UX,# RUMAHAGEN — UI / UX SPECIFICATION,4,**Version:** 2.1 — W4-02A.6.20,CORE INTERFACE BEHAVIOR AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,UI/UX behavior contract; visibility is not authorization,CROSS-DOMAIN,Core layer is an explicit cross-domain contract/context layer; module participates through the module authority set.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M06/M11/M14,12,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 16_UI_UX synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0448,M04,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,FULL QIR-integrated Learning authority,CAM11-0036,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,16_UI_UX,# RUMAHAGEN — UI / UX SPECIFICATION,4,**Version:** 2.1 — W4-02A.6.20,CORE INTERFACE BEHAVIOR AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,UI/UX behavior contract; visibility is not authorization,CROSS-DOMAIN,Core layer is an explicit cross-domain contract/context layer; module participates through the module authority set.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M10/M14/M15,11,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 16_UI_UX synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0449,M05,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION/18_M05_FULL_REBUILD_CONTROLLED_v1.3.docx,FULL QIR-corrected Event/Calendar/Registration authority,CAM11-0036,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,16_UI_UX,# RUMAHAGEN — UI / UX SPECIFICATION,4,**Version:** 2.1 — W4-02A.6.20,CORE INTERFACE BEHAVIOR AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,UI/UX behavior contract; visibility is not authorization,CROSS-DOMAIN,Core layer is an explicit cross-domain contract/context layer; module participates through the module authority set.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M04/M11,10,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 16_UI_UX synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0450,M06,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,FULL controlled Developer/Project/Marketing Kit/Claim authority,CAM11-0036,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,16_UI_UX,# RUMAHAGEN — UI / UX SPECIFICATION,4,**Version:** 2.1 — W4-02A.6.20,CORE INTERFACE BEHAVIOR AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,UI/UX behavior contract; visibility is not authorization,CROSS-DOMAIN,Core layer is an explicit cross-domain contract/context layer; module participates through the module authority set.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M03/M11/M14,12,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 16_UI_UX synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0451,M07,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,FULL corrected DBR authority,CAM11-0036,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,16_UI_UX,# RUMAHAGEN — UI / UX SPECIFICATION,4,**Version:** 2.1 — W4-02A.6.20,CORE INTERFACE BEHAVIOR AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,UI/UX behavior contract; visibility is not authorization,CROSS-DOMAIN,Core layer is an explicit cross-domain contract/context layer; module participates through the module authority set.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M09/M10,12,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 16_UI_UX synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0452,M08,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,FULL controlled Dashboard/Notification projection authority,CAM11-0036,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,16_UI_UX,# RUMAHAGEN — UI / UX SPECIFICATION,4,**Version:** 2.1 — W4-02A.6.20,CORE INTERFACE BEHAVIOR AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,UI/UX behavior contract; visibility is not authorization,CROSS-DOMAIN,Core layer is an explicit cross-domain contract/context layer; module participates through the module authority set.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M01-M15 upstream sources,13,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 16_UI_UX synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0453,M09,RUMAHAGEN_WF03_M09_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/README_M09_FULL_REBUILD_CONTROLLED_v1.1.md,FULL controlled Administration authority,CAM11-0036,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,16_UI_UX,# RUMAHAGEN — UI / UX SPECIFICATION,4,**Version:** 2.1 — W4-02A.6.20,CORE INTERFACE BEHAVIOR AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,UI/UX behavior contract; visibility is not authorization,CROSS-DOMAIN,Core layer is an explicit cross-domain contract/context layer; module participates through the module authority set.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M10 and domain owners,16,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 16_UI_UX synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0454,M10,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,FULL controlled Authorization/RBAC/Permission Preset authority,CAM11-0036,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,16_UI_UX,# RUMAHAGEN — UI / UX SPECIFICATION,4,**Version:** 2.1 — W4-02A.6.20,CORE INTERFACE BEHAVIOR AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,UI/UX behavior contract; visibility is not authorization,CROSS-DOMAIN,Core layer is an explicit cross-domain contract/context layer; module participates through the module authority set.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",All modules,16,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 16_UI_UX synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0455,M11,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION/RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.md,FULL controlled SEO/public discovery/measurement authority,CAM11-0036,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,16_UI_UX,# RUMAHAGEN — UI / UX SPECIFICATION,4,**Version:** 2.1 — W4-02A.6.20,CORE INTERFACE BEHAVIOR AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,UI/UX behavior contract; visibility is not authorization,CROSS-DOMAIN,Core layer is an explicit cross-domain contract/context layer; module participates through the module authority set.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M02/M03/M05/M06/M09/M12/M14,15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 16_UI_UX synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0456,M12,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0/RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.md,FULL controlled Organization authority,CAM11-0036,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,16_UI_UX,# RUMAHAGEN — UI / UX SPECIFICATION,4,**Version:** 2.1 — W4-02A.6.20,CORE INTERFACE BEHAVIOR AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,UI/UX behavior contract; visibility is not authorization,CROSS-DOMAIN,Core layer is an explicit cross-domain contract/context layer; module participates through the module authority set.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M03/M10/M11/M14,11,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 16_UI_UX synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0457,M13,RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0/RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0.md,FULL controlled AI Provider Catalogue/BYOK authority,CAM11-0036,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,16_UI_UX,# RUMAHAGEN — UI / UX SPECIFICATION,4,**Version:** 2.1 — W4-02A.6.20,CORE INTERFACE BEHAVIOR AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,UI/UX behavior contract; visibility is not authorization,CROSS-DOMAIN,Core layer is an explicit cross-domain contract/context layer; module participates through the module authority set.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M10/M09,13,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 16_UI_UX synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0458,M14,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,FULL current synchronized Commercial/Payment/Entitlement/Quota/Promotion/Reconciliation authority,CAM11-0036,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,16_UI_UX,# RUMAHAGEN — UI / UX SPECIFICATION,4,**Version:** 2.1 — W4-02A.6.20,CORE INTERFACE BEHAVIOR AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,UI/UX behavior contract; visibility is not authorization,CROSS-DOMAIN,Core layer is an explicit cross-domain contract/context layer; module participates through the module authority set.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M03/M04/M06/M10/M11/M15,15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 16_UI_UX synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0459,M15,RUMAHAGEN_WF03_M15_FULL_REBUILD_v1.1_CORE_DETAIL_SYNCHRONIZED_FULL_VERSION/RUMAHAGEN_WF03_M15_FULL_REBUILD_v1.1_CORE_DETAIL_SYNCHRONIZED_FULL_VERSION.md,FULL synchronized Title/Qualification/Awarding authority,CAM11-0036,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,16_UI_UX,# RUMAHAGEN — UI / UX SPECIFICATION,4,**Version:** 2.1 — W4-02A.6.20,CORE INTERFACE BEHAVIOR AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,UI/UX behavior contract; visibility is not authorization,CROSS-DOMAIN,Core layer is an explicit cross-domain contract/context layer; module participates through the module authority set.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M04/M10/M14,16,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 16_UI_UX synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0460,M02,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,FULL semantic rebuild; current M02 profile/reviews/visibility authority,CAM11-0037,17_SEO_ANALYTICS/W4-02A.6.21_SEO_ANALYTICS_SPECIFICATION_DISCOVERY_MEASUREMENT_BASELINE_v2.1.md,17_SEO_ANALYTICS,# RUMAHAGEN --- SEO / ANALYTICS SPECIFICATION,5,**Version:** 2.1 --- W4-02A.6.21\,M11 PUBLIC DISCOVERY / SEO / MEASUREMENT AUTHORITY,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION/RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.md,"M11 owns public discovery, SEO, tracking and measurement",DOWNSTREAM,M11 public-discovery authority + module is an approved public surface contributor.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M01/M03/M11/M12,12,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 17_SEO_ANALYTICS synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
